# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
kpi-dashboard-design;wshobson/agents;kpi-dashboard-design;Design effective KPI dashboards with metrics selection and visualization best practices.
python-packaging;wshobson/agents;python-packaging;Package Python libraries and tools for distribution via PyPI.
database-migration;wshobson/agents;database-migration;Execute database migrations with zero-downtime strategies and rollback procedures.
data-storytelling;wshobson/agents;data-storytelling;Transform data into compelling narratives using visualization and persuasive structure for stakeholder presentations.
secrets-management;wshobson/agents;secrets-management;Manage secrets securely in CI/CD pipelines using Vault, AWS Secrets Manager, or native solutions.
rust-async-patterns;wshobson/agents;rust-async-patterns;Master Rust async programming with Tokio, async traits, error handling, and concurrent patterns for building async Rust applications.
gitlab-ci-patterns;wshobson/agents;gitlab-ci-patterns;Create scalable GitLab CI/CD pipelines with multi-stage workflows and distributed runners.
openapi-spec-generation;wshobson/agents;openapi-spec-generation;Generate and maintain OpenAPI 3.1 specifications from code and design-first specs for API documentation and SDK generation.
react-modernization;wshobson/agents;react-modernization;Upgrade React apps to latest versions, migrate to hooks, and adopt concurrent features.
workflow-orchestration-patterns;wshobson/agents;workflow-orchestration-patterns;Design durable workflows with Temporal for distributed systems, covering workflow vs activity separation, saga patterns, and determinism con
grafana-dashboards;wshobson/agents;grafana-dashboards;Create and manage Grafana dashboards for real-time system and application metric visualization.
terraform-module-library;wshobson/agents;terraform-module-library;Create reusable Terraform modules for cloud infrastructure with best practices.
changelog-automation;wshobson/agents;changelog-automation;Automate changelog generation from commits and PRs following Keep a Changelog format.
godot-gdscript-patterns;wshobson/agents;godot-gdscript-patterns;Learn Godot 4 GDScript patterns for game development, including signals, scenes, state machines, and optimization.
cost-optimization;wshobson/agents;cost-optimization;Optimize cloud costs through resource resizing, tagging, reserved instances, and spending analysis.
go-concurrency-patterns;wshobson/agents;go-concurrency-patterns;Master Go concurrency patterns including goroutines, channels, and context for building concurrent applications.
solidity-security;wshobson/agents;solidity-security;Learn secure Solidity coding practices to prevent vulnerabilities in smart contracts.
llm-evaluation;wshobson/agents;llm-evaluation;Evaluate LLM applications using automated metrics, human feedback, and benchmarking.
event-store-design;wshobson/agents;event-store-design;Design and implement event stores for event-sourced systems, including technology selection and persistence patterns.
screen-reader-testing;wshobson/agents;screen-reader-testing;Test web apps with screen readers like VoiceOver, NVDA, and JAWS for accessibility validation.
cqrs-implementation;wshobson/agents;cqrs-implementation;Implement Command Query Responsibility Segregation for scalable architectures, separating read and write models to optimize query performanc
startup-financial-modeling;wshobson/agents;startup-financial-modeling;This skill helps create financial projections, build models, forecast revenue, and estimate runway for startups.
memory-safety-patterns;wshobson/agents;memory-safety-patterns;Implement memory-safe programming patterns using RAII, ownership, and smart pointers in Rust, C++, and C.
context-driven-development;wshobson/agents;context-driven-development;A skill for managing project context artifacts using Conductor's context-driven development methodology.
wcag-audit-patterns;wshobson/agents;wcag-audit-patterns;Conduct WCAG 2.2 accessibility audits with automated testing and manual verification.
temporal-python-testing;wshobson/agents;temporal-python-testing;Test Temporal workflows with pytest, time-skipping, and mocking strategies.
workflow-patterns;wshobson/agents;workflow-patterns;This skill helps implement tasks using Conductor's TDD workflow, manage git commits, and understand verification protocols.
dependency-upgrade;wshobson/agents;dependency-upgrade;Manages major dependency upgrades with compatibility analysis and staged rollout.
gdpr-data-handling;wshobson/agents;gdpr-data-handling;A skill for implementing GDPR-compliant data handling with consent management and privacy controls.
projection-patterns;wshobson/agents;projection-patterns;Build read models and projections from event streams for CQRS implementations.
embedding-strategies;wshobson/agents;embedding-strategies;Optimize embedding models for semantic search and RAG applications.
backtesting-frameworks;wshobson/agents;backtesting-frameworks;Build robust backtesting systems for trading strategies with proper handling of look-ahead bias, survivorship bias, and transaction costs.
market-sizing-analysis;wshobson/agents;market-sizing-analysis;A skill for conducting market sizing analysis including TAM, SAM, and SOM calculations.
bash-defensive-patterns;wshobson/agents;bash-defensive-patterns;Learn defensive Bash scripting techniques for robust, production-ready scripts and CI/CD pipelines.
prometheus-configuration;wshobson/agents;prometheus-configuration;Configure Prometheus for infrastructure and application monitoring, metric collection, and alerting.
k8s-security-policies;wshobson/agents;k8s-security-policies;Implement Kubernetes security policies including NetworkPolicy, PodSecurityPolicy, and RBAC for production-grade security.
startup-metrics-framework;wshobson/agents;startup-metrics-framework;A skill for analyzing key startup metrics like CAC, LTV, unit economics, and burn multiple to guide business performance optimization.
data-quality-frameworks;wshobson/agents;data-quality-frameworks;Implement data quality validation using Great Expectations, dbt tests, and data contracts for data pipelines.
turborepo-caching;wshobson/agents;turborepo-caching;Configure Turborepo for efficient monorepo builds with local and remote caching.
nx-workspace-patterns;wshobson/agents;nx-workspace-patterns;Configure and optimize Nx monorepo workspaces for project boundaries, build caching, and affected commands.
vector-index-tuning;wshobson/agents;vector-index-tuning;Optimize vector index performance for latency, recall, and memory by tuning HNSW parameters and quantization strategies.
similarity-search-patterns;wshobson/agents;similarity-search-patterns;Implement efficient similarity search using vector databases for semantic search and nearest neighbor queries.
competitive-landscape;wshobson/agents;competitive-landscape;Analyze competitors and assess market positioning using Porter's Five Forces.
k8s-manifest-generator;wshobson/agents;k8s-manifest-generator;Generate production-ready Kubernetes manifests with best practices and security standards.
saga-orchestration;wshobson/agents;saga-orchestration;Implement saga patterns for distributed transactions and cross-aggregate workflows.
web3-testing;wshobson/agents;web3-testing;Test smart contracts with Hardhat and Foundry using unit and integration tests.
hybrid-search-implementation;wshobson/agents;hybrid-search-implementation;Implement hybrid search combining vector and keyword approaches for improved retrieval in RAG systems and search engines.
ml-pipeline-workflow;wshobson/agents;ml-pipeline-workflow;Build end-to-end MLOps pipelines from data prep to model deployment and production workflows.
multi-cloud-architecture;wshobson/agents;multi-cloud-architecture;Design multi-cloud architectures using a decision framework to select and integrate services across AWS, Azure, and GCP.
security-requirement-extraction;wshobson/agents;security-requirement-extraction;Extract security requirements from threat models and business context for actionable security measures.
gitops-workflow;wshobson/agents;gitops-workflow;Implement GitOps workflows with ArgoCD and Flux for automated Kubernetes deployments.
dbt-transformation-patterns;wshobson/agents;dbt-transformation-patterns;Master dbt for analytics engineering with model organization, testing, documentation, and incremental strategies.
paypal-integration;wshobson/agents;paypal-integration;Integrates PayPal for payment processing, including express checkout, subscriptions, and refunds.
billing-automation;wshobson/agents;billing-automation;Automate billing processes including recurring payments, invoicing, and subscription management.
helm-chart-scaffolding;wshobson/agents;helm-chart-scaffolding;Create and manage Helm charts for Kubernetes application templating and packaging.
risk-metrics-calculation;wshobson/agents;risk-metrics-calculation;Calculate portfolio risk metrics including VaR, CVaR, Sharpe, Sortino, and drawdown analysis.
unity-ecs-patterns;wshobson/agents;unity-ecs-patterns;Master Unity ECS with DOTS, Jobs, and Burst for high-performance game development.
protocol-reverse-engineering;wshobson/agents;protocol-reverse-engineering;Reverse engineer network protocols with packet analysis and dissection.
postmortem-writing;wshobson/agents;postmortem-writing;Write effective blameless postmortems with root cause analysis, timelines, and action items for incident reviews.
track-management;wshobson/agents;track-management;Manage Conductor tracks for features, bugs, and refactors.
memory-forensics;wshobson/agents;memory-forensics;Learn memory forensics techniques for analyzing RAM captures and investigating incidents.
hybrid-cloud-networking;wshobson/agents;hybrid-cloud-networking;Configure secure hybrid cloud networking with VPN and dedicated connections.
airflow-dag-patterns;wshobson/agents;airflow-dag-patterns;Create production Apache Airflow DAGs with best practices for operators, sensors, testing, and deployment.
team-composition-analysis;wshobson/agents;team-composition-analysis;Analyze team composition and organizational structure for startups.
threat-mitigation-mapping;wshobson/agents;threat-mitigation-mapping;Maps identified threats to security controls and mitigations for prioritizing investments and validating effectiveness.
defi-protocol-templates;wshobson/agents;defi-protocol-templates;Implement DeFi protocols with production-ready templates for staking, AMMs, governance, and lending systems.
shellcheck-configuration;wshobson/agents;shellcheck-configuration;Configure ShellCheck for static analysis of shell scripts to ensure quality and portability.
angular-migration;wshobson/agents;angular-migration;Migrate AngularJS applications to Angular using hybrid mode and incremental rewriting.
service-mesh-observability;wshobson/agents;service-mesh-observability;Implement comprehensive observability for service meshes including distributed tracing, metrics, and visualization.
distributed-tracing;wshobson/agents;distributed-tracing;Implement distributed tracing with Jaeger and Tempo to track requests across microservices and identify performance bottlenecks.
anti-reversing-techniques;wshobson/agents;anti-reversing-techniques;Analyze anti-reversing and obfuscation techniques in software binaries for security research and authorized debugging.
incident-runbook-templates;wshobson/agents;incident-runbook-templates;Create structured incident response runbooks with procedures, escalation paths, and recovery actions for efficient incident management.
bats-testing-patterns;wshobson/agents;bats-testing-patterns;Learn to use Bats for comprehensive shell script testing in CI/CD pipelines.
employment-contract-templates;wshobson/agents;employment-contract-templates;Generate employment contracts, offer letters, and HR policy documents using legal best practices.
spark-optimization;wshobson/agents;spark-optimization;Optimize Apache Spark jobs with partitioning, caching, shuffle optimization, and memory tuning for better performance.
nft-standards;wshobson/agents;nft-standards;Implement NFT standards (ERC-721, ERC-1155) with metadata handling, minting, and marketplace integration.
mtls-configuration;wshobson/agents;mtls-configuration;Configure mutual TLS (mTLS) for secure service-to-service communication in zero-trust networks.
on-call-handoff-patterns;wshobson/agents;on-call-handoff-patterns;Master on-call shift handoffs with context transfer, escalation procedures, and documentation.
attack-tree-construction;wshobson/agents;attack-tree-construction;Build comprehensive attack trees to visualize threat paths and identify defense gaps.
binary-analysis-patterns;wshobson/agents;binary-analysis-patterns;Learn binary analysis techniques like disassembly and decompilation for examining compiled code.
sast-configuration;wshobson/agents;sast-configuration;Configure SAST tools for automated vulnerability detection in application code.
slo-implementation;wshobson/agents;slo-implementation;Implement SLIs/SLOs with error budgets and alerting for service reliability.
istio-traffic-management;wshobson/agents;istio-traffic-management;Manage Istio traffic including routing, load balancing, and canary deployments for service mesh policies.
pci-compliance;wshobson/agents;pci-compliance;Implement PCI DSS compliance for secure payment card data handling.
bazel-build-optimization;wshobson/agents;bazel-build-optimization;Optimize Bazel builds for large-scale monorepos with remote execution and performance tuning.
stride-analysis-patterns;wshobson/agents;stride-analysis-patterns;Apply STRIDE methodology to identify system threats and conduct security analysis.
linkerd-patterns;wshobson/agents;linkerd-patterns;Implement Linkerd service mesh patterns for secure, lightweight service deployments with minimal overhead.
heroui-native;heroui-inc/heroui;heroui-native;A React Native UI component library using Tailwind CSS via Uniwind for HeroUI Native.
heroui-react;heroui-inc/heroui;heroui-react;A React component library for HeroUI with Tailwind CSS v4 and React Aria.
frontend-ui-ux;code-yeongyu/oh-my-opencode;;A skill for creating stunning UI/UX designs without design mockups.
python-code-style;wshobson/agents;python-code-style;A skill for maintaining Python code style, including linting, formatting, and documentation standards.
git-master;code-yeongyu/oh-my-opencode;;A Git skill for atomic commits, rebase/squash, and history search.
python-error-handling;wshobson/agents;python-error-handling;A skill for implementing Python error handling patterns including validation, exception hierarchies, and partial failure handling.
python-design-patterns;wshobson/agents;python-design-patterns;A skill for applying Python design patterns like KISS, SRP, and composition over inheritance to guide architectural decisions and code refac
python-anti-patterns;wshobson/agents;python-anti-patterns;A checklist of common Python anti-patterns to avoid during code review and debugging.
python-project-structure;wshobson/agents;python-project-structure;Helps organize Python projects with module architecture and public API design.
python-type-safety;wshobson/agents;python-type-safety;Enhance Python code quality with type hints, generics, and strict type checking using mypy/pyright.
python-configuration;wshobson/agents;python-configuration;Manage Python configurations using environment variables and typed settings.
python-background-jobs;wshobson/agents;python-background-jobs;Implement Python background job patterns with task queues, workers, and event-driven architecture for async processing.
python-resource-management;wshobson/agents;python-resource-management;Manage Python resources efficiently using context managers, cleanup patterns, and streaming for connections, file handles, and accumulated s
python-observability;wshobson/agents;python-observability;A Python observability skill for structured logging, metrics, and distributed tracing.
python-resilience;wshobson/agents;python-resilience;A Python skill for implementing resilience patterns like retries, timeouts, and fault tolerance.
agent-browser;code-yeongyu/oh-my-opencode;;Automates browser interactions for web testing, form filling, screenshots, and data extraction.
github-issue-triage;code-yeongyu/oh-my-opencode;github-issue-triage;Triages GitHub issues with real-time streaming analysis.
dev-browser;code-yeongyu/oh-my-opencode;;Automate browser tasks like navigation, form filling, and data scraping with persistent page state.
fastapi;srbhr/resume-matcher;fastapi;Create Python APIs with FastAPI, Pydantic v2, and SQLAlchemy 2.0 async.
tailwind-patterns;srbhr/resume-matcher;tailwind-pattern;A set of production-ready Tailwind CSS patterns for common website components.
nextjs15-performance;srbhr/resume-matcher;nextjs-performance;Optimize Next.js 15 performance with fixes for React components, data fetching, and bundle size.
design-principles;srbhr/resume-matcher;;A skill for understanding and applying design principles in UI/UX creation.
navigator;srbhr/resume-matcher;navigator;A skill for codebase orientation, helping explore code, find files, and understand project structure.
receiving-code-review;srbhr/resume-matcher;code-review;A skill for handling code review feedback with technical rigor and verification.
ai-sdk;vercel/ai;use-ai-sdk;An AI SDK skill for answering questions and building AI-powered features like agents, chatbots, and text generation.
chrome-devtools;chromedevtools/chrome-devtools-mcp;chrome-devtools;Debug, troubleshoot, and automate browser interactions using Chrome DevTools via MCP.
reviewing-code;jlowin/fastmcp;code-review;Review code for quality, maintainability, and correctness with focus on API design and patterns.
repomix-explorer;yamadashy/repomix;repomix-explorer;Analyze or explore codebases using Repomix CLI.
agent-memory;yamadashy/repomix;agent-memory;Manages memory for agents, enabling saving, recalling, and organizing information.
develop-ai-functions-example;vercel/ai;develop-ai-functions-example;Create and manage AI SDK function examples for validation and demonstration.
capture-api-response-test-fixture;vercel/ai;capture-api-response-test-fixture;Capture API response test fixtures for testing purposes.
list-npm-package-content;vercel/ai;list-npm-package-content;Check npm package contents before publishing.
backend-dev-guidelines;langfuse/langfuse;backend-dev-guidelines;A comprehensive backend development guide for Langfuse's Next.js/tRPC/Express/TypeScript monorepo, covering architecture, databases, observa
coding-guidelines;rustfs/rustfs;;Provides coding guidelines and best practices for software development.
m05-type-driven;rustfs/rustfs;;A skill for type-driven development with AI assistance.
m07-concurrency;rustfs/rustfs;;A skill for managing concurrent operations in backend systems.
domain-web;rustfs/rustfs;;A skill for creating and managing web applications with a focus on frontend development.
m12-lifecycle;rustfs/rustfs;;A skill for managing the lifecycle of tasks or projects.
m09-domain;rustfs/rustfs;;A skill for domain-related planning and task management.
rust-learner;rustfs/rustfs;;A skill for learning Rust programming language with structured guidance.
m01-ownership;rustfs/rustfs;;A skill for managing ownership and responsibilities in a team or project.
m02-resource;rustfs/rustfs;;A skill for managing resources with a focus on tooling and best practices.
rust-router;rustfs/rustfs;;A Rust-based router skill for building efficient web applications.
m06-error-handling;rustfs/rustfs;;A skill for handling errors in AI/LLM applications.
m15-anti-pattern;rustfs/rustfs;;A skill for identifying and analyzing anti-patterns in code.
m04-zero-cost;rustfs/rustfs;;A skill for zero-cost LLM prompting and tooling.
m14-mental-model;rustfs/rustfs;;A skill for applying mental models to improve decision-making and problem-solving.
m10-performance;rustfs/rustfs;;Optimizes LLM performance and efficiency.
domain-cli;rustfs/rustfs;;A CLI tool for domain-related tasks.
ralph-plan;mastra-ai/mastra;ralph-plan;An interactive planning assistant for creating structured ralph-loop commands via conversation.
tailwind-best-practices;mastra-ai/mastra;tailwind-best-practices;Provides Tailwind CSS styling guidelines for Mastra Playground UI to ensure design system consistency.
react-best-practices;mastra-ai/mastra;react-best-practices;A skill for optimizing React performance with best practices from Mastra Engineering.
smoke-test;mastra-ai/mastra;smoke-test;Set up and test a Mastra project with Chrome browser.
e2e-frontend-validation;mastra-ai/mastra;;End-to-end frontend validation skill for web applications.
git-commit;github/awesome-copilot;git-commit;Automates Git commit process with conventional message analysis and intelligent staging.
refactor;github/awesome-copilot;refactor;A skill for surgical code refactoring to improve maintainability without changing behavior.
gh-cli;github/awesome-copilot;gh-cli;A comprehensive GitHub CLI reference for managing repositories, issues, pull requests, and more from the command line.
prd;github/awesome-copilot;prd;Generate high-quality PRDs with executive summaries, user stories, and risk analysis for software and AI features.
web-design-reviewer;github/awesome-copilot;web-design-reviewer;Reviews website design for issues like responsiveness, accessibility, and layout problems.
github-issues;github/awesome-copilot;github-issues;Manage GitHub issues including creation, updates, and workflow automation.
chrome-devtools;github/awesome-copilot;chrome-devtools;Use Chrome DevTools MCP for browser automation, debugging, and performance analysis.
agentic-eval;github/awesome-copilot;agentic-eval;Evaluate and improve AI agent outputs using self-critique, reflection loops, and LLM-as-judge systems.
make-skill-template;github/awesome-copilot;make-skill-template;Generate new Agent Skills for GitHub Copilot using templates or prompts.
microsoft-docs;github/awesome-copilot;microsoft-docs;Query official Microsoft documentation for concepts, tutorials, and service insights across Azure, .NET, Microsoft 365, and more.
webapp-testing;github/awesome-copilot;webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
mcp-cli;github/awesome-copilot;mcp-cli;A CLI interface for interacting with MCP (Model Context Protocol) servers to access external tools, APIs, and data sources.
azure-devops-cli;github/awesome-copilot;azure-devops-cli;Manage Azure DevOps resources via CLI for projects, repos, pipelines, and more.
plantuml-ascii;github/awesome-copilot;plantuml-ascii;Generate ASCII art diagrams from PlantUML text descriptions.
microsoft-code-reference;github/awesome-copilot;microsoft-code-reference;Lookup Microsoft API references, find code samples, and verify SDK correctness using official docs.
azure-resource-visualizer;github/awesome-copilot;azure-resource-visualizer;Visualize Azure resource groups with Mermaid diagrams to understand resource relationships.
image-manipulation-image-magick;github/awesome-copilot;image-manipulation-image-magick;Process and manipulate images using ImageMagick for resizing, format conversion, and batch operations.
vscode-ext-commands;github/awesome-copilot;vscode-ext-commands;Provides guidelines for creating VS Code extension commands with naming, visibility, and localization standards.
azure-role-selector;github/awesome-copilot;azure-role-selector;Helps users select appropriate Azure roles based on required permissions with least privilege access.
vscode-ext-localization;github/awesome-copilot;vscode-ext-localization;Provides guidelines for localizing VS Code extensions following best practices.
nuget-manager;github/awesome-copilot;nuget-manager;Manage NuGet packages in .NET projects using dotnet CLI with strict version update procedures.
azure-static-web-apps;github/awesome-copilot;azure-static-web-apps;Deploy and manage Azure Static Web Apps with SWA CLI.
appinsights-instrumentation;github/awesome-copilot;appinsights-instrumentation;Instrument web applications for telemetry data to Azure App Insights.
legacy-circuit-mockups;github/awesome-copilot;legacy-circuit-mockups;Generate breadboard circuit mockups and visual diagrams using HTML5 Canvas.
snowflake-semanticview;github/awesome-copilot;snowflake-semanticview;Create, alter, and validate Snowflake semantic views using Snowflake CLI.
azure-deployment-preflight;github/awesome-copilot;azure-deployment-preflight;Validates Azure Bicep deployments with syntax checks, what-if analysis, and permission verification.
scoutqa-test;github/awesome-copilot;scoutqa-test;Automated QA testing for web applications including accessibility, smoke tests, and user flow validation.
workiq-copilot;github/awesome-copilot;workiq-copilot;A skill that helps Copilot CLI access and utilize Microsoft 365 data for context, summaries, and recommendations.
copilot-sdk;github/awesome-copilot;copilot-sdk;Build agentic applications with GitHub Copilot SDK for embedding AI agents and custom tools.
senior-frontend;davila7/claude-code-templates;development/senior-frontend;A comprehensive frontend development skill for modern web apps using React, Next.js, TypeScript, and Tailwind CSS.
senior-backend;davila7/claude-code-templates;development/senior-backend;A comprehensive backend development skill for building scalable systems with NodeJS, Express, Go, Python, Postgres, GraphQL, and REST APIs.
ui-design-system;davila7/claude-code-templates;creative-design/ui-design-system;A UI design system toolkit for senior designers including design tokens, component docs, responsive design, and dev handoff tools.
senior-devops;davila7/claude-code-templates;development/senior-devops;A comprehensive DevOps skill covering CI/CD, infrastructure automation, containerization, and cloud platforms.
senior-data-engineer;davila7/claude-code-templates;development/senior-data-engineer;A world-class data engineering skill for building scalable data pipelines, ETL/ELT systems, and data infrastructure using Python, SQL, Spark
senior-data-scientist;davila7/claude-code-templates;development/senior-data-scientist;A world-class data science skill for statistical modeling, experimentation, causal inference, and advanced analytics using Python, R, and SQ
ux-researcher-designer;davila7/claude-code-templates;creative-design/ux-researcher-designer;A UX research and design toolkit for senior designers, including persona generation, journey mapping, and usability testing.
senior-architect;davila7/claude-code-templates;development/senior-architect;A comprehensive software architecture skill for scalable system design using modern web and mobile technologies.
senior-security;davila7/claude-code-templates;development/senior-security;A comprehensive security engineering skill covering application security, penetration testing, security architecture, and compliance auditin
remotion;davila7/claude-code-templates;video/remotion;A skill for programmatic video creation in React with animations and media handling.
senior-qa;davila7/claude-code-templates;development/senior-qa;A comprehensive QA and testing skill for ReactJS, NextJS, and NodeJS applications, covering test automation, E2E testing, and quality metric
senior-fullstack;davila7/claude-code-templates;development/senior-fullstack;A comprehensive fullstack development skill for React, Next.js, Node.js, GraphQL, and PostgreSQL.
senior-prompt-engineer;davila7/claude-code-templates;development/senior-prompt-engineer;Expert-level prompt engineering skill for LLM optimization, structured outputs, and AI product development.
seo-optimizer;davila7/claude-code-templates;business-marketing/seo-optimizer;An SEO specialist skill for content strategy, technical SEO, keyword research, and ranking improvements.
langchain;davila7/claude-code-templates;ai-research/agents-langchain;A framework for building LLM-powered applications with agents, chains, and RAG, supporting multiple providers and integrations.
scientific-writing;davila7/claude-code-templates;scientific/scientific-writing;A skill for writing scientific manuscripts using structured outlines and APA/AMA/Vancouver citations.
senior-ml-engineer;davila7/claude-code-templates;development/senior-ml-engineer;A world-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems with expertise in PyTorch, TensorF
scientific-visualization;davila7/claude-code-templates;scientific/scientific-visualization;Create publication-ready scientific figures with matplotlib, seaborn, and plotly.
code-reviewer;davila7/claude-code-templates;development/code-reviewer;A comprehensive code review skill for multiple languages with automated analysis and security scanning.
ui-ux-pro-max;davila7/claude-code-templates;creative-design/ui-ux-pro-max;A comprehensive UI/UX design assistant with 50 styles, 21 palettes, and support for multiple frameworks like React, Next.js, Vue, and Svelte
markitdown;davila7/claude-code-templates;scientific/markitdown;Convert various file types including PDF, DOCX, PPTX, XLSX, images, audio, HTML, CSV, JSON, XML, ZIP, YouTube URLs, and EPUB to Markdown.
frontend-design;davila7/claude-code-templates;creative-design/frontend-design;Create high-quality, production-ready frontend interfaces with distinct designs using React, HTML, and CSS.
draw-io;davila7/claude-code-templates;creative-design/draw-io;Create, edit, and review draw.io diagrams with XML editing, PNG conversion, and AWS icon support.
senior-computer-vision;davila7/claude-code-templates;development/senior-computer-vision;A world-class computer vision skill for image/video processing, object detection, segmentation, and visual AI systems using PyTorch, OpenCV,
video-downloader;davila7/claude-code-templates;media/video-downloader;A skill to download videos from YouTube and other platforms for offline use.
product-strategist;davila7/claude-code-templates;business-marketing/product-strategist;A strategic product leadership toolkit for Head of Product, including OKR cascade generation, market analysis, vision setting, and team scal
context7-auto-research;davila7/claude-code-templates;ai-research/context7-auto-research;Automatically fetches latest library/framework docs for Claude Code via Context7 API.
scientific-brainstorming;davila7/claude-code-templates;scientific/scientific-brainstorming;A skill for scientific brainstorming, generating hypotheses and exploring interdisciplinary connections.
exploratory-data-analysis;davila7/claude-code-templates;scientific/exploratory-data-analysis;Perform comprehensive exploratory data analysis on scientific data files across 200+ formats, generating detailed markdown reports with qual
marketing-strategy-pmm;davila7/claude-code-templates;business-marketing/marketing-strategy-pmm;A skill for developing product marketing strategies, positioning, GTM plans, and competitive intelligence.
scientific-slides;davila7/claude-code-templates;scientific/scientific-slides;Create scientific slide decks and presentations for research talks using PowerPoint or LaTeX Beamer.
pdf;davila7/claude-code-templates;document-processing/pdf-anthropic;A comprehensive PDF toolkit for text and table extraction, document creation, merging, splitting, and form handling.
scientific-critical-thinking;davila7/claude-code-templates;scientific/scientific-critical-thinking;Evaluate research rigor and assess methodology, experimental design, and statistical validity for critical scientific analysis.
commit;davila7/claude-code-templates;sentry/commit;Generate commit messages following Sentry conventions for git history formatting.
google-analytics;davila7/claude-code-templates;analytics/google-analytics;Analyze Google Analytics data to review website performance metrics and suggest improvements.
pytorch-lightning;davila7/claude-code-templates;ai-research/distributed-training-pytorch-lightning;A high-level PyTorch framework for clean training loops with distributed training and callbacks.
create-plan;davila7/claude-code-templates;development/create-plan;Generate concise plans for coding tasks upon explicit user request.
security-compliance;davila7/claude-code-templates;development/security-compliance;Helps security professionals implement secure architectures and comply with standards like SOC2, ISO27001, GDPR, and HIPAA.
nestjs-expert;davila7/claude-code-templates;development/nestjs-expert;Expert in Nest.js framework for backend development, covering module architecture, dependency injection, middleware, guards, interceptors, t
autogpt-agents;davila7/claude-code-templates;ai-research/agents-autogpt;An autonomous AI agent platform for building and deploying continuous agents and complex multi-step automation systems.
senior-secops;davila7/claude-code-templates;development/senior-secops;A comprehensive SecOps skill for application security, vulnerability management, compliance, and secure development practices.
pdf-processing-pro;davila7/claude-code-templates;document-processing/pdf-processing-pro;Process complex PDFs with forms, tables, OCR, and validation in production environments.
literature-review;davila7/claude-code-templates;scientific/literature-review;Conducts systematic literature reviews across biomedical and scientific domains with professional formatting.
api-integration-specialist;davila7/claude-code-templates;development/api-integration-specialist;Specializes in integrating third-party APIs with authentication, error handling, and rate limiting.
brainstorming;davila7/claude-code-templates;development/brainstorming;A skill for brainstorming and exploring user intent before implementing creative work.
excalidraw;davila7/claude-code-templates;creative-design/excalidraw;Handles Excalidraw diagram operations and visualizations for architecture and flowcharts.
scientific-schematics;davila7/claude-code-templates;scientific/scientific-schematics;Generate publication-quality scientific diagrams with AI, focusing on neural networks, flowcharts, and biological pathways.
nextjs-best-practices;davila7/claude-code-templates;development/nextjs-best-practices;Best practices for Next.js App Router including Server Components and data fetching.
clean-code;davila7/claude-code-templates;development/clean-code;A skill for applying pragmatic coding standards focusing on conciseness and clarity.
devops-iac-engineer;davila7/claude-code-templates;development/devops-iac-engineer;A DevOps engineer implementing IaC with Terraform and Kubernetes, designing scalable architectures and CI/CD pipelines.
obsidian-markdown;davila7/claude-code-templates;document-processing/obsidian-markdown;Create and edit Obsidian Flavored Markdown with wikilinks, embeds, callouts, properties, and other Obsidian-specific syntax.
claude-code-guide;davila7/claude-code-templates;ai-research/claude-code-guide;A comprehensive guide to effectively using Claude Code, covering configuration, prompting, debugging, and best practices.
skill-creator;davila7/claude-code-templates;development/skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
generate-image;davila7/claude-code-templates;scientific/generate-image;Generate or edit images using AI models like FLUX and Gemini for general purposes.
postgres-schema-design;davila7/claude-code-templates;;A skill for designing PostgreSQL database schemas.
content-creator;davila7/claude-code-templates;business-marketing/content-creator;Generate SEO-optimized marketing content with consistent brand voice using AI.
excel-analysis;davila7/claude-code-templates;enterprise-communication/excel-analysis;Analyze Excel spreadsheets, create pivot tables, generate charts, and perform data analysis.
crewai-multi-agent;davila7/claude-code-templates;ai-research/agents-crewai;A multi-agent orchestration framework for autonomous AI collaboration, enabling role-based agent teamwork with memory and sequential executi
xlsx;davila7/claude-code-templates;document-processing/xlsx-official;Create, edit, and analyze spreadsheets with formulas, formatting, and data visualization.
ai-agents-architect;davila7/claude-code-templates;ai-research/ai-agents-architect;Design and build autonomous AI agents with tool use, memory, and planning.
agile-product-owner;davila7/claude-code-templates;business-marketing/agile-product-owner;An Agile product ownership toolkit for Senior Product Owners including user story generation, sprint planning, and backlog management.
find-bugs;davila7/claude-code-templates;sentry/find-bugs;Review code changes for bugs, vulnerabilities, and quality issues.
product-manager-toolkit;davila7/claude-code-templates;business-marketing/product-manager-toolkit;A comprehensive toolkit for product managers including RICE prioritization, customer interview analysis, PRD templates, and go-to-market str
cto-advisor;davila7/claude-code-templates;business-marketing/cto-advisor;Provides technical leadership guidance for engineering teams, including architecture decisions, technology strategy, and tech debt analysis.
ceo-advisor;davila7/claude-code-templates;business-marketing/ceo-advisor;Provides executive leadership guidance for strategic decision-making and organizational development.
agent-development;davila7/claude-code-templates;development/agent-development;A skill for developing autonomous agents with guidance on structure, prompts, and best practices for Claude Code plugins.
prompt-engineering;davila7/claude-code-templates;ai-research/prompt-engineering;Expert guide on prompt engineering patterns, best practices, and optimization techniques for LLMs.
